id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
5716,Tips Original De Carton 1 Ud-Raw,Filtros y boquillas,RAW,raw,paper-tip-classic,paper-tip-classic,/productos/raw/paper-tip-classic,3,3,Astro Growshop | Fumetas | Piranha,340,400,18,Astro Growshop,Fumetas,true,true,2026-05-22T15:13:40.996Z,Tips Original De Carton 1 Ud-Raw | Filtro Tips RAW Original | PIRANHA | Boquillas RAW Classic
5717,Tips Perforated Wide-Raw,Filtros y boquillas,RAW,raw,paper-tip-wide-wide,paper-tip-wide-wide,/productos/raw/paper-tip-wide-wide,3,3,Astro Growshop | Fumetas | GrowBarato Chile,390,590,51,Astro Growshop,Fumetas,true,true,2026-05-22T15:16:50.301Z,Tips Perforated Wide-Raw | RAW Perforated Wide Tips de origen orgánico | Boquillas RAW Wide Pre-picadas
5715,Filtros Tips Gummed-Raw,Filtros y boquillas,RAW,raw,gummed-tip-gummed,gummed-tip-gummed,/productos/raw/gummed-tip-gummed,3,3,Astro Growshop | Fumetas | GrowBarato Chile,490,690,41,Astro Growshop,Fumetas,true,true,2026-05-22T15:16:48.810Z,Filtros Tips Gummed-Raw | RAW Perforate Gummed Tips de la marca RAW | Boquillas RAW Gummed Tips - Con pegamento
5459,Papelillo Pink 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,paper-1-1-4-1-1-4,pink,/productos/blazy-susan/pink,3,3,Astro Growshop | Fumetas | Piranha,490,790,61,Astro Growshop,Piranha,true,true,2026-05-22T15:10:01.912Z,Papelillo Pink 1 1/4 1Und-Blazy Susan | Blazy Susan Papelillos Pink 1 1/4 | Papelillo 1 1/4 Blazy Susan Pink | PIRANHA
5703,Platinium X2 Zero 1U- Blunt Wrap,Conos y blunts,BLUNT WRAP,blunt-wrap,wrap-platinum-2u,wrap-platinum-2u,/productos/blunt-wrap/wrap-platinum-2u,9,3,Astro Growshop | Fumetas | GrowBarato Chile,590,1000,69,Astro Growshop,GrowBarato Chile,true,true,2026-05-22T15:21:14.945Z,BLUNT PLATINUM X2 SABOR WHITE GRAPE | Platinium X2 Zero 1U- Blunt Wrap | Platinium X2 Bubble Gum 1U- Blunt Wrap | Blunt Wrap Platinum x2 | Platinium X2 Piña Colada 1U- Blunt Wrap | Platinium X2 Blueberry 1U- Blunt Wrap | Platinium X2 Grape 1U- Blunt Wrap | Platinium X2 Mojito 1U- Blunt Wrap | Blunt Show Cone x2 Sabores | Conos Blunt Listos para Rellenar Chile
5460,Blazy Susan Papelillos Purple 1 1/4,Papelillos,Blazy Susan,blazy-susan,paper-1-1-4-1-1-4,purple,/productos/blazy-susan/purple,3,3,Astro Growshop | Fumetas | Piranha,711,790,11,Fumetas,Astro Growshop,true,true,2026-05-22T15:10:00.474Z,Blazy Susan Papelillos Purple 1 1/4 | Papelillo Purple 1 1/4 1Und-Blazy Susan | Papelillo 1 1/4 Blazy Susan Purple | PIRANHA
6326,Papelillo OCB Ultimate 1,Papelillos,OCB,ocb,paper-ocb-ultimate,ultimate,/productos/ocb/ultimate,5,3,Astro Growshop | Fumetas | Piranha,750,2590,245,Fumetas,Piranha,true,true,2026-05-22T15:10:23.358Z,Papelillos OCB Ultimate 1 1/4 | Papelillo OCB Ultimate 1 | Papelillo Ultimate 1 1/4 1U -Ocb | Papelillo OCB Ultimate 1 ¼ | Papelillo OCB Ultimate Rolls Slim | PIRANHA
5467,Papelillo Unbleached 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,paper-1-1-4-1-1-4,unbleached,/productos/blazy-susan/unbleached,3,3,Astro Growshop | GrowBarato Chile | Piranha,790,1800,128,Piranha,GrowBarato Chile,true,true,2026-05-22T15:19:05.551Z,Papelillo 1 1/4 Blazy Susan Unbleached | PIRANHA | Papelillo Unbleached 1 1/4 1Und-Blazy Susan | Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables
6325,Papelillo OCB Azul Premium 1 1/4,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,premium,/productos/ocb/premium,3,3,Fumetas | GrowBarato Chile | Piranha,790,890,13,Fumetas,Piranha,true,true,2026-05-22T15:16:30.290Z,Papelillos OCB Premium 1 1/4 | OCB Premium 1 1/4 Papel de fumar extrafino | Papelillo OCB Azul Premium 1 1/4
5478,Papelillos Gizeh Pink 1 1/4 Extra Fine,Papelillos,Gizeh,gizeh,paper-1-1-4-1-1-4,pink,/productos/gizeh/pink,3,3,Fumetas | GrowBarato Chile | Piranha,790,990,25,Fumetas,Piranha,true,true,2026-05-22T15:16:21.675Z,Papelillos Gizeh Pink 1 1/4 Extra Fine | Papelillos para liar Gizeh Pink 1 1/4 - GB The Green Brand | Papelillo Gizeh Pink 1 1/4
